sq_meters;functionality;year_build;concrete_base;single_wall_length;brick_wall_total;glass_windows_lengh;glass_window_area;steel;copper;glass;polystyrene;timber
4097;3;2005;1229.1;64.00781202;71.68874947;56;6;1478.12;399.8896;830.4;1353.51;411.6
666;3;1964;199.8;25.8069758;28.9038129;24;3;241.66;70.5688;144;222.78;68.3
6396;1;1964;1918.8;79.97499609;89.57199562;63;1;2314.66;620.5328;1286.9;2110.78;643.6
775;1;1999;232.5;27.83882181;31.17948043;13;4;283.1;83.82;160.6;258.65;81.3
5364;3;1967;1609.2;73.23933369;82.02805374;43;6;1943.54;520.5352;1080.7;1771.82;538.8
3668;2;1988;1100.4;60.56401572;67.83169761;38;6;1327.58;361.7624;745.1;1215.54;367.2
6166;1;1972;1849.8;78.52388172;87.94674752;40;4;2227.06;599.2688;1234.7;2034.78;616.6
6634;3;1996;1990.2;81.44937078;91.22329527;41;1;2390.64;651.8712;1331.2;2189.52;664.1
7069;2;1940;2120.7;84.07734534;94.16662678;36;6;2556.34;685.9792;1423.2;2335.27;707.6
1211;1;1973;363.3;34.79942528;38.97535632;6;6;438.26;117.5248;251.9;399.73;124.3
3667;1;2011;1100.1;60.55575943;67.82245056;2;3;1323.92;363.9656;739;1212.01;369.2
6459;2;1996;1937.7;80.36790404;90.01205253;23;8;2334.74;631.8312;1299.9;2134.47;648.8
10317;2;1988;3095.1;101.5726341;113.7613502;7;8;3728.42;1001.8856;2072.4;3410.51;1034.2
8239;2;1983;2471.7;90.76893742;101.6612099;41;2;2974.94;804.4352;1648.2;2724.07;827.7
5163;3;1976;1548.9;71.85401868;80.47650092;50;4;1862.48;505.1784;1040.5;1704.19;519.2
3844;2;1961;1153.2;62;69.44;51;2;1392.34;376.8992;781;1269.12;386
95;2;1961;28.5;9.746794345;10.91640967;7;6;40.4;18.796;32.8;35.25;11.9
7516;1;1991;2254.8;86.69486721;97.09825127;86;4;2717.46;731.3488;1513.8;2482.08;751.7
7932;2;2017;2379.6;89.06177631;99.74918947;71;8;2864.82;777.4176;1596.6;2618.16;796.3
3950;2;1981;1185;62.84902545;70.3909085;11;3;1423.6;387.86;799.6;1309;398.9
10209;2;1998;3062.7;101.0395962;113.1643477;54;3;3675.24;998.1312;2055.4;3368.97;1024.6
1969;2;1979;590.7;44.37341546;49.69822532;26;4;712.44;196.6992;397.7;652.87;199.3
3628;3;1985;1088.4;60.23288139;67.46082715;20;6;1315.68;355.4904;725.9;1198.54;363.6
1463;2;1998;438.9;38.249183;42.83908496;30;1;532.88;150.9184;302.2;488.69;150.3
8723;3;1970;2616.9;93.39700209;104.6046423;62;2;3152.18;844.5864;1744.6;2881.39;873.8
8998;2;1960;2699.4;94.85778829;106.2407229;29;4;3245.78;876.5064;1802.7;2970.84;902.5
9045;1;2001;2713.5;95.1052049;106.5178295;53;4;3267.9;879.156;1819;2987.25;905.2
6265;3;1991;1879.5;79.15175298;88.64996334;71;8;2257.8;606.552;1263.3;2067.75;627.4
8141;2;1954;2442.3;90.22749027;101.0547891;81;4;2935.86;794.6488;1639.2;2686.93;814.6
9335;1;1968;2800.5;96.61780374;108.2119402;94;6;3374.3;912.428;1872.7;3084.65;933.6
3095;2;1976;928.5;55.63272418;62.30865108;39;3;1120.1;302.096;628.1;1024.55;313.4
3476;3;1985;1042.8;58.95761189;66.03252532;2;2;1253.86;338.4768;701.8;1150.08;349.3
6493;2;1952;1947.9;80.57915363;90.24865207;32;4;2348.18;638.2224;1309.7;2146.69;650.9
9871;2;2010;2961.3;99.35290635;111.2752551;79;6;3559.26;965.0128;1980.1;3257.83;989
2955;1;1975;886.5;54.3599117;60.8831011;12;8;1063.8;287.044;606;977.25;297.2
8742;3;1943;2622.6;93.49866309;104.7185027;1;2;3152.92;854.9256;1758.7;2889.16;877.3
3997;2;1972;1199.1;63.22183167;70.80845147;37;8;1449.82;396.5096;800.7;1325.01;400.3
9783;2;1955;2934.9;98.90904913;110.778135;10;2;3527.48;948.5944;1968.9;3233.99;978.3
1942;1;1997;582.6;44.06812907;49.35630456;12;1;702.62;190.6856;398.4;640.96;196.9
3030;2;1966;909;55.04543578;61.65088807;14;1;1101.8;295.104;608.8;1005.1;305.2
2300;1;1970;690;47.95831523;53.71331306;12;2;829.5;232.14;472.7;761.6;233.2
4192;2;1943;1257.6;64.74565622;72.51513497;3;2;1512.52;415.7856;849.1;1388.66;423.1
691;1;1994;207.3;26.28687886;29.44130432;20;4;261.46;71.7888;152;231.93;69.8
8403;2;1965;2520.9;91.66787878;102.6680242;81;3;3039.08;814.2104;1681.7;2775.99;843.1
777;2;1957;233.1;27.87471973;31.2196861;25;3;288.12;84.9136;159.3;259.31;80
961;3;1992;288.3;31;34.72;29;4;346.66;100.7248;192.9;322.43;99.1
3525;2;1948;1057.5;59.37171044;66.49631569;17;6;1271.9;350.82;706.1;1163.55;355.1
2929;3;2008;878.7;54.12023651;60.61466489;19;8;1066.44;293.4272;586.9;968.87;295.9
1120;1;1992;336;33.46640106;37.48236919;14;4;405.3;110.316;230;370.5;112.7
9988;3;1988;2996.4;99.93998199;111.9327798;83;4;3609.08;970.6384;2002.7;3301.84;1002.5
586;2;2019;175.8;24.20743687;27.1123293;9;1;225.86;65.1248;125.7;195.58;60.1
9655;2;2000;2896.5;98.25985956;110.0510427;92;4;3482.4;940.904;1931.9;3188.35;969.4
2989;1;1954;896.7;54.67174773;61.23235746;5;4;1081.44;290.1352;612.2;987.07;302.3
10771;1;1948;3231.3;103.7834283;116.2374398;99;2;3889.46;1044.5328;2168;3554.43;1078.5
8824;3;1992;2647.2;93.93614853;105.2084863;60;6;3188.84;862.3632;1770.9;2917.72;885.7
4336;2;1974;1300.8;65.84831053;73.7501078;46;2;1564.16;420.4248;880.5;1435.78;436.4
8168;1;1952;2450.4;90.37698822;101.2222268;73;1;2944.58;793.4624;1640.2;2697.84;817.5
9181;2;2016;2754.3;95.81753493;107.3156391;85;3;3319.06;898.4208;1838.8;3034.53;920.1
3729;3;1955;1118.7;61.06553856;68.39340319;48;2;1346.64;364.1672;758.1;1234.27;373.5
10068;3;1948;3020.4;100.339424;112.3801548;47;4;3631.58;975.4824;2023.2;3325.94;1007.1
2458;2;1981;737.4;49.57822102;55.52760755;40;2;888.58;243.5344;505.5;813.04;246.2
9846;2;1978;2953.8;99.22701245;111.1342539;72;1;3547.56;954.7928;1983.5;3250.18;987.4
8838;1;1998;2651.4;94.0106377;105.2919142;15;3;3186.78;863.8184;1775.2;2921.94;884.2
10252;3;1999;3075.6;101.2521605;113.4024197;22;4;3695.22;995.1936;2063;3384.16;1025.8
4387;2;2000;1316.1;66.23443213;74.18256399;63;4;1590.52;434.6616;886.5;1447.81;442.7
4324;2;1943;1297.2;65.75712889;73.64798436;42;2;1564.14;424.8632;870.2;1430.62;435.3
1697;2;1947;509.1;41.19465985;46.13801903;18;4;620.72;165.5696;342.6;564.21;170.7
2441;2;2014;732.3;49.40647731;55.33525459;16;4;887.06;240.4888;493.9;806.93;246.2
819;1;2014;245.7;28.61817604;32.05235717;11;1;307.04;83.3792;172.6;270.27;83.2
3875;3;1964;1162.5;62.24949799;69.71943775;30;6;1403.4;382.7;787.3;1283.75;390.8
3081;1;1951;924.3;55.50675635;62.16756711;48;3;1114.26;307.2408;619.7;1017.33;310.7
58;1;1972;17.4;7.615773106;8.529665879;1;2;24.98;14.6144;18.1;19.44;6
2574;3;1998;772.2;50.73460358;56.822756;3;1;927.64;257.3632;526.9;854.52;257.6
8262;3;1995;2478.6;90.89554445;101.8030098;75;4;2979.02;808.3616;1665.2;2731.06;827.8
1568;1;1960;470.4;39.59797975;44.34973732;24;4;565.08;159.9824;321.6;523.44;158.4
1005;2;1971;301.5;31.70173497;35.50594316;14;4;375.9;98.784;201.7;336.05;102.6
5148;1;1983;1544.4;71.74956446;80.35951219;33;6;1863.68;499.6264;1037.3;1698.94;517.5
656;3;1951;196.8;25.61249695;28.68599658;2;2;247.16;68.0008;145.9;222.48;67.8
4706;1;2018;1411.8;68.60029154;76.83232653;62;8;1703.06;465.2408;941.5;1556.68;473.4
7783;3;2017;2334.9;88.22131262;98.80787013;60;3;2809.18;763.2944;1557.1;2573.59;781.8
10293;2;2015;3087.9;101.4544233;113.6289541;44;8;3714.88;1000.0624;2067.4;3402.59;1031.7
8218;3;1975;2465.4;90.65318527;101.5315675;42;1;2964.88;805.3024;1658;2717.04;823.3
5001;1;1944;1500.3;70.71774883;79.20387869;3;3;1813.76;487.5968;1006.2;1651.13;500.4
2832;3;1942;849.6;53.21653878;59.60252344;45;1;1029.32;278.4376;577;938.26;284.7
8754;3;2008;2626.2;93.56281313;104.7903507;47;3;3160.54;856.0872;1751.7;2894.12;876.6
5200;2;2006;1560;72.11102551;80.76434857;36;4;1875.2;510.96;1045.5;1718.6;522.9
449;3;1962;134.7;21.1896201;23.73237451;7;1;174.94;47.9632;102;150.27;48.2
3115;2;1947;934.5;55.81218505;62.50964726;17;6;1127.6;310.832;628.2;1029.55;312.8
5074;1;1996;1522.2;71.23201527;79.77985711;3;3;1836.34;498.1632;1022.3;1676.82;510.3
9119;3;2010;2735.7;95.49345527;106.9526699;65;3;3286.54;887.9192;1831;3013.37;915.8
6616;1;1954;1984.8;81.33879763;91.09945335;73;8;2392.46;643.1288;1326.6;2188.28;665.1
5369;3;1975;1610.7;73.27346041;82.06627566;28;4;1943.44;520.7192;1082.7;1774.77;540.8
9155;2;1969;2746.5;95.6817642;107.1635759;36;2;3305.8;886.704;1844.8;3025.25;917.2
6008;3;1952;1802.4;77.5112895;86.81264424;46;3;2171.18;582.4744;1209.9;1985.74;602.5
9827;3;1980;2948.1;99.13122616;111.0269733;62;8;3546.32;958.7536;1977;3248.71;984.5
10663;1;1997;3198.9;103.2618032;115.6532196;98;2;3850.98;1033.2784;2133.6;3523.59;1069.1
7837;3;1983;2351.1;88.52683209;99.15005194;26;3;2828.82;760.3216;1571.1;2587.01;785.2
4114;2;2003;1234.2;64.14047084;71.83732734;34;3;1488.64;405.9352;823.7;1362.92;411.9
10309;1;1967;3092.7;101.5332458;113.7172353;95;4;3717.54;1002.0112;2071.9;3403.07;1034.4
4278;3;1970;1283.4;65.4064217;73.25519231;36;4;1543.38;423.5104;860.3;1417.24;427.8
2860;1;1940;858;53.47896783;59.89644397;6;2;1030.4;283.148;574;948.7;289
410;3;1966;123;20.24845673;22.67827154;17;8;152.8;42.388;91.9;139.4;42.9
7916;3;1967;2374.8;88.97190568;99.64853436;73;1;2860.76;773.0688;1594.5;2615.48;794
7437;2;1961;2231.1;86.23804265;96.58660777;75;3;2687.82;727.4016;1502;2454.91;747
4455;1;1947;1336.5;66.74578638;74.75528075;5;4;1613.8;440.044;896.8;1471.75;447.7
8650;2;1955;2595;93.00537619;104.1660213;79;2;3126.6;843.72;1743.2;2854.9;865.5
4375;2;1952;1312.5;66.14378278;74.08103671;56;2;1584.5;429.8;877.5;1449.75;438.4
4189;2;1964;1256.7;64.7224845;72.48918264;53;4;1517.24;413.3952;844.9;1383.77;421.8
6247;2;1989;1874.1;79.03796556;88.52252143;77;2;2250.02;608.6096;1261;2065.61;627.3
8451;2;1955;2535.3;91.92932068;102.9608392;8;2;3053.86;825.1568;1700.6;2792.43;848.7
2885;3;2010;865.5;53.71219601;60.15765953;11;3;1047.6;287.668;587.3;957.45;292.1
6111;2;1987;1833.3;78.17288532;87.55363156;46;3;2208.76;595.0448;1236.5;2021.73;612.1
3740;2;2003;1122;61.15553941;68.49420413;17;2;1354.6;371.532;754.7;1239.8;377.5
4919;1;2005;1475.7;70.13558298;78.55185294;37;3;1781.74;481.8592;993;1626.17;493.4
6387;3;2003;1916.1;79.9187087;89.50895374;21;2;2303.12;625.8616;1290.2;2112.81;642.1
3340;1;1974;1002;57.79273311;64.72786108;45;4;1213.4;325.812;677.7;1103.9;334.8
10697;2;2007;3209.1;103.4263023;115.8374585;44;6;3857.42;1035.6696;2142.9;3535.21;1073.7
9640;2;2019;2892;98.18350167;109.9655219;67;2;3479.3;935.352;1939.7;3184.6;966.6
8216;1;1968;2464.8;90.64215355;101.519212;72;4;2970.66;799.5088;1654.3;2713.38;822.3
6995;3;1953;2098.5;83.6361166;93.67245059;64;3;2524.7;685.616;1400.3;2311.55;700.7
3195;2;1985;958.5;56.52433104;63.30725077;39;2;1150.9;315.176;639.5;1057.95;319.9
2413;2;1953;723.9;49.12229636;55.01697193;36;3;871.88;242.3784;493.3;798.79;244.3
4800;3;1957;1440;69.2820323;77.59587618;68;6;1742.8;472.74;964.2;1587.3;480.7
5545;2;1964;1663.5;74.46475676;83.40052758;34;8;2002.3;541.556;1117.3;1830.55;556.6
5353;1;1986;1605.9;73.1641989;81.94390276;11;6;1934.38;519.8704;1085.6;1770.89;536.6
9810;3;2016;2943;99.04544412;110.9308974;70;2;3533.6;952.708;1971.5;3239.8;984
1330;1;1968;399;36.46916506;40.84546486;4;4;479.6;135.844;275.5;443.2;135.9
3841;2;1985;1152.3;61.97580173;69.41289794;37;2;1392.06;375.0088;775.9;1267.53;386.4
310;2;1977;93;17.60681686;19.71963489;7;2;116.5;34.508;65.1;107.9;33.1
5006;1;2017;1501.8;70.75309181;79.24346282;46;2;1809.66;489.7808;1015.1;1656.58;503.1
3361;2;1955;1008.3;57.97413216;64.93102802;5;2;1217.36;325.8448;674.5;1113.53;337.4
7343;1;1965;2202.9;85.69130644;95.97426322;85;4;2657.48;719.1024;1471.6;2425.09;737.8
8982;2;1998;2694.6;94.77341399;106.1462237;48;6;3234.62;872.1576;1796.8;2969.06;899
4188;2;1963;1256.4;64.71475875;72.4805298;18;4;1510.58;405.5984;838.8;1387.84;421.6
7795;2;1983;2338.5;88.2892972;98.88401286;68;8;2811.2;764.456;1573.7;2576.95;780.1
2284;1;1960;685.2;47.79121258;53.52615809;36;2;829.54;228.7912;467.4;754.82;229
2842;3;1953;852.6;53.31041174;59.70766115;34;2;1034.32;284.6056;580.8;942.86;287.5
8926;3;1944;2677.8;94.47751055;105.8148118;22;3;3223.06;871.1368;1787.8;2949.98;895.8
2375;1;1982;712.5;48.73397172;54.58204833;31;4;866.6;230.4;479.7;789.35;241.1
10807;1;1947;3242.1;103.9567218;116.4315284;71;1;3892.12;1049.1176;2169.8;3569.21;1084.5
495;1;1977;148.5;22.24859546;24.91842692;1;2;180.6;57.816;111.3;165.95;52.5
5784;1;1991;1735.2;76.05261337;85.17892697;28;4;2091.84;561.9912;1158.8;1909.32;579.7
6211;2;2002;1863.3;78.80989786;88.2670856;33;2;2246.26;609.5248;1247.7;2054.73;621.5
6963;3;1993;2088.9;83.4445924;93.45794348;57;3;2517.58;677.5184;1395.8;2303.59;698.6
10445;3;2003;3133.5;102.2007828;114.4648767;23;3;3771.6;1015.376;2099.9;3451.95;1046.6
1507;1;1950;452.1;38.82009789;43.47850963;6;4;551.92;153.4776;313.5;500.41;153.5
7265;3;1983;2179.5;85.23496935;95.46316567;50;4;2625.2;707.452;1460;2403.15;727.7
2838;3;1951;851.4;53.27288241;59.6656283;37;4;1027.98;274.9184;569.2;942.54;287.2
6912;1;1942;2073.6;83.13843876;93.11505141;16;2;2500.22;678.3816;1391.2;2283.66;693.4
8604;2;1973;2581.2;92.757749;103.8886789;25;4;3101.14;841.0672;1735.1;2839.52;861
10089;2;1953;3026.7;100.4440143;112.497296;80;2;3636.04;979.7152;2022.3;3335.07;1011.4
10786;2;2007;3235.8;103.8556691;116.3183494;101;6;3895.26;1051.3848;2162.1;3562.18;1082.3
6495;2;2011;1948.5;80.59156283;90.26255037;9;6;2352.5;631.416;1301.2;2148.85;651
8888;1;1991;2666.4;94.27619;105.5893328;3;2;3207.98;866.0584;1780.4;2935.94;891.8
678;3;2002;203.4;26.03843313;29.16304511;14;4;256.08;66.3304;141.8;228.44;69.6
9310;3;1941;2793;96.48834126;108.0669422;41;4;3358.5;908.808;1872.9;3073.1;931.7
7771;1;2013;2331.3;88.15327561;98.73166868;22;1;2805.96;754.1328;1563.3;2567.53;780.2
9178;1;1949;2753.4;95.8018789;107.2981044;91;6;3310.48;895.7304;1835.6;3033.54;919.6
6304;3;1978;1891.2;79.39773297;88.92546092;29;3;2282.84;610.7272;1273.4;2084.52;634.3
5928;3;1999;1778.4;76.99350622;86.23272697;4;8;2145.48;575.5304;1188.3;1961.84;596.1
8878;1;2007;2663.4;94.22313941;105.5299161;38;8;3204.18;859.7904;1786;2933.34;891.2
6332;1;1991;1899.6;79.57386506;89.12272886;29;4;2288.32;613.4376;1276.8;2092.36;634.5
6461;2;1953;1938.3;80.38034586;90.02598736;21;2;2339.66;628.4248;1300.1;2132.73;646.3
5660;1;1980;1698;75.2329715;84.26092807;60;4;2044.9;553.288;1137.3;1871.5;567.4
9027;1;2012;2708.1;95.01052573;106.4117888;15;8;3261.12;875.6136;1811.4;2983.41;903
6040;1;2019;1812;77.71743691;87.04352934;46;3;2177.5;590.472;1212.7;1996.7;606.4
4643;2;1968;1392.9;68.13956266;76.31631018;3;2;1683.28;458.6424;931.5;1537.59;465.6
8050;2;1995;2415;89.72179222;100.4884073;13;2;2907;780.34;1618.1;2657;807.1
1449;3;2017;434.7;38.06573262;42.63362054;26;1;526.54;149.5632;293.5;482.87;146.1
7071;3;2007;2121.3;84.08923831;94.17994691;30;4;2556.36;688.1728;1426.5;2335.63;707.2
6765;1;1985;2029.5;82.24962006;92.11957447;1;6;2448.1;661.252;1362.7;2234.15;679.6
9986;1;1973;2995.8;99.92997548;111.9215725;47;2;3604.46;970.0448;2010.9;3299.98;1001
8070;2;1976;2421;89.83317873;100.6131602;78;3;2911.6;782.576;1622.8;2666.9;809.8
7595;3;1985;2278.5;87.14929719;97.60721285;38;2;2741.8;742.996;1531.8;2508.65;761.7
5332;2;1995;1599.6;73.02054505;81.78301046;15;2;1925.92;516.9376;1070.4;1763.16;533.4
962;3;1961;288.6;31.01612484;34.73805982;22;3;357.82;96.7216;201.2;322.76;99.3
10583;2;1959;3174.9;102.873709;115.2185541;97;6;3818.78;1031.0344;2128.1;3497.49;1059.5
10158;1;1976;3047.4;100.7869039;112.8813324;95;4;3666.48;984.2944;2042.7;3357.04;1016.7
230;3;1964;69;15.16575089;16.98564099;8;4;84.2;28.464;50.7;76.3;26.6
9454;3;2007;2836.2;97.23168208;108.8994839;11;6;3415.44;923.2472;1900.2;3120.02;949
10384;2;1961;3115.2;101.9019136;114.1301433;82;4;3738.54;1011.6712;2077.5;3431.92;1041.6
10652;2;1960;3195.6;103.2085268;115.59355;67;4;3848.92;1038.0136;2143.1;3516.36;1068.9
9648;3;1964;2894.4;98.22423326;110.0111413;54;4;3473.58;942.0264;1933;3185.84;966.4
5399;1;1976;1619.7;73.47788783;82.29523437;36;6;1957.74;532.1232;1083.5;1786.97;542.4
6449;3;1941;1934.7;80.30566605;89.94234598;40;2;2330.94;630.3632;1296.8;2130.77;647.7
9406;2;2006;2821.8;96.98453485;108.622679;46;4;3388.46;917.3008;1884.2;3108.28;941.2
1883;2;1992;564.9;43.39354791;48.60077366;41;4;684.78;188.4744;390;621.79;192.3
8377;3;2015;2513.1;91.5259526;102.5090669;36;4;3021.82;812.2936;1687.9;2767.11;840
497;3;2015;149.1;22.29349681;24.96871643;19;6;187.72;56.1096;99.4;165.91;53.7
9019;3;2013;2705.7;94.9684158;106.3646257;39;2;3248.64;878.5392;1813.6;2981.87;905.2
753;1;1942;225.9;27.44084547;30.73374692;1;8;271.28;76.0904;159.7;253.29;78
6814;3;1996;2044.2;82.54695633;92.45259109;1;2;2459.84;662.8952;1377.7;2253.72;683.4
2279;1;2015;683.7;47.73887305;53.46753782;26;3;820.74;223.6072;462.6;755.57;228
6086;2;1992;1825.8;78.01281946;87.37435779;20;1;2192.76;597.8248;1217.3;2009.18;609.8
1320;2;1992;396;36.33180425;40.69162076;20;2;489.5;130.476;270.5;438.4;135.4
10214;1;1959;3064.2;101.0643359;113.1920563;90;3;3680.74;996.6152;2050.3;3374.52;1024.6
3858;3;1949;1157.4;62.11280061;69.56633669;41;4;1392.08;379.6544;772.3;1279.14;386
2801;1;1968;840.3;52.92447449;59.27541143;47;8;1010.56;272.4368;573.4;927.53;282.1
4648;2;1980;1394.4;68.1762422;76.35739126;14;6;1679.08;455.2264;944.4;1536.84;467.2
4360;1;1984;1308;66.03029608;73.95393161;11;4;1574.1;426.148;878.3;1441;437.1
540;1;1979;162;23.23790008;26.02644809;18;8;209.1;57.472;111;183.2;56.1
2449;2;2013;734.7;49.48737213;55.42585678;24;1;883.64;238.0632;504.2;809.97;245.5
6438;3;1962;1931.4;80.2371485;89.86560632;22;3;2327.78;626.6984;1300.4;2128.64;644.3
6065;1;1968;1819.5;77.87810989;87.22348308;38;2;2195.1;589.792;1222.9;2002.95;607.5
7484;1;1945;2245.2;86.51011502;96.89132882;19;1;2696.44;730.5512;1509.3;2472.02;751.2
9870;2;1970;2961;99.34787366;111.2696185;81;8;3562.2;959.616;1986;3257.1;988.5
8515;3;1945;2554.5;92.27675764;103.3499686;13;4;3076.7;825.352;1704.2;2814.75;855.4
8099;3;1958;2429.7;89.99444427;100.7937776;59;6;2924.14;785.2832;1631.4;2674.27;810.2
9292;3;2017;2787.6;96.39502062;107.9624231;70;8;3356.92;900.0656;1871.3;3068.26;932.9
9360;2;1975;2808;96.74709298;108.3567441;19;4;3373;911.548;1873.7;3094.7;936
2188;1;2015;656.4;46.77606225;52.38918972;39;2;800.38;219.5984;440.3;722.04;222.2
9349;2;1993;2804.7;96.69022701;108.2930543;31;8;3366.84;906.6832;1876.3;3085.97;937.3
9521;2;1961;2856.3;97.57561171;109.2846851;70;2;3441.36;926.7328;1906.6;3146.43;956.1
6742;2;1950;2022.6;82.10968274;91.96284467;13;6;2435.82;660.0256;1350.3;2228.56;675.4
9365;3;1985;2809.5;96.7729301;108.3856817;85;8;3378.6;911.732;1878.2;3093.15;940.1
9217;2;1988;2765.1;96.00520819;107.5258332;89;2;3322.52;900.9056;1856.6;3043.21;922.4
8875;1;1983;2662.5;94.20721841;105.5120846;26;6;3204.5;860.3;1789.9;2932.35;888.6
7957;3;1979;2387.1;89.20201791;99.90626006;69;2;2868.72;770.4376;1593.3;2629.21;796.1
5053;2;2000;1515.9;71.08445681;79.61459163;56;2;1828.18;491.7304;1013.1;1672.79;507
452;1;1966;135.6;21.26029163;23.81152662;16;8;163.42;53.7536;93.7;153.96;46.2
5642;1;1952;1692.6;75.11324783;84.12683757;56;1;2032.62;548.8456;1137.5;1867.16;567.9
7577;2;2005;2273.1;87.04596487;97.49148065;46;3;2733.12;740.0536;1524.8;2505.61;758.4
7183;2;1955;2154.9;84.75258108;94.92289081;8;8;2591.08;698.2144;1450;2374.39;719
6221;3;2006;1866.3;78.87331615;88.33811408;22;2;2243.66;609.3928;1253.7;2055.93;623.8
10787;3;1995;3236.1;103.8604833;116.3237413;61;1;3883.72;1052.2816;2158.8;3560.01;1082.7
5923;2;1956;1776.9;76.9610291;86.19635259;9;1;2145.38;582.2464;1190.7;1958.49;593.3
1228;3;1973;368.4;35.04283094;39.24797065;27;8;450.68;127.0704;245.6;410.04;126.5
938;1;1979;281.4;30.62678566;34.30199994;17;4;343.58;96.5984;188.4;310.44;97.8
8377;1;1986;2513.1;91.5259526;102.5090669;83;2;3028.12;819.3936;1679.2;2764.81;838.5
65;2;2005;19.5;8.062257748;9.029728678;2;4;32.5;9.292;20.4;22.15;9.2
3688;1;1980;1106.4;60.7289058;68.0163745;27;8;1329.38;358.2984;743;1217.04;372
2046;2;1943;613.8;45.23273151;50.66065929;13;6;747.96;207.4528;423;677.18;207.2
718;3;1942;215.4;26.79552201;30.01098466;12;8;271.58;75.3024;152.9;241.54;73.2
1831;3;1979;549.3;42.79018579;47.92500809;41;3;671.16;178.7408;369.8;606.83;184.1
942;2;1978;282.6;30.69201851;34.37506073;25;4;340.72;91.2856;197.8;316.56;96.6
1414;1;2004;424.2;37.60319135;42.11557432;9;2;511.94;140.2752;297.3;468.82;141.5
1438;3;2004;431.4;37.92097045;42.47148691;27;4;523.88;141.5984;293.3;478.14;145.6
9183;1;1951;2754.9;95.82797086;107.3273274;95;3;3319.78;898.9144;1838.8;3031.89;919.8
1583;3;1970;474.9;39.78693253;44.56136443;7;6;581.58;159.5344;328.3;522.59;159
9119;1;1985;2735.7;95.49345527;106.9526699;79;2;3284.04;887.3192;1830;3014.57;915.8
9492;1;1968;2847.6;97.42689567;109.1181232;16;4;3421.52;924.9256;1901.5;3137.16;951.6
10416;1;1957;3124.8;102.0588066;114.3058634;50;6;3753.86;1012.5688;2084.2;3439.68;1042.7
6631;3;1983;1989.3;81.43095235;91.20266663;66;4;2388.56;646.4808;1329.1;2192.73;664.1
7362;2;2007;2208.6;85.80209788;96.09834962;11;3;2655.02;713.2416;1485.8;2433.96;737.9
7608;3;1940;2282.4;87.22384995;97.69071194;4;4;2742.38;744.2544;1532.2;2514.34;760.8
2092;3;2003;627.6;45.7383865;51.22699288;19;1;754.62;209.7056;427.4;695.26;211.1
9163;1;1962;2748.9;95.72356032;107.2103876;47;4;3309.48;895.7784;1840.7;3024.29;918.3
6361;1;2013;1908.3;79.75587753;89.32658283;50;1;2293.76;623.3448;1282.4;2099.33;638.9
2429;3;2013;728.7;49.28488612;55.19907246;17;2;888.34;244.0272;486.7;805.17;244.8
6222;3;1976;1866.6;78.87965517;88.34521379;10;6;2251.02;609.9896;1254.3;2053.66;625.9
2398;3;1986;719.4;48.96937819;54.84570357;46;1;875.28;241.6264;484.3;791.34;241.1
10426;2;1940;3127.8;102.1077862;114.3607205;36;2;3756.06;1016.1368;2096.3;3443.68;1042.8
8367;2;2017;2510.1;91.47130698;102.4478638;54;3;3019.22;811.9256;1685.4;2762.41;839.5
8713;3;2001;2613.9;93.34345183;104.5446661;23;6;3144.48;844.3184;1755.1;2878.49;872.9
313;1;2002;93.9;17.69180601;19.81482273;12;2;115.58;33.2984;68.7;103.89;33.5
8486;1;1962;2545.8;92.11948762;103.1738261;19;6;3064.26;827.7448;1706;2806.38;850.5
2833;3;1942;849.9;53.22593353;59.61304555;24;2;1023.28;278.9344;576.2;935.39;287.2
7024;2;2004;2107.2;83.80930736;93.86642424;34;4;2534.34;680.9232;1415;2321.52;702.6
4035;1;2013;1210.5;63.52164985;71.14424783;39;4;1452.7;397.388;813.9;1335.75;404.1
7215;2;1993;2164.5;84.9411561;95.13409483;83;6;2602.6;705.012;1453.4;2381.85;724.1
2149;1;1947;644.7;46.35730795;51.9201849;24;8;778.44;212.4232;442.2;710.27;217.8
6849;3;1998;2054.7;82.75868534;92.68972759;76;4;2473.64;663.1832;1384.3;2261.67;686.6
6755;3;1950;2026.5;82.18880702;92.05146387;45;4;2437;661.884;1358.1;2229.55;678.5
9773;1;2011;2931.9;98.85848471;110.7215029;48;6;3519.98;951.8264;1958;3226.79;978.6
2862;1;1965;858.6;53.4976635;59.91738312;2;8;1044.82;279.5416;585.3;945.76;289.6
5211;2;1997;1563.3;72.18725649;80.84972727;15;1;1877.76;505.9248;1042.3;1722.33;521.2
9394;3;1973;2818.2;96.92264957;108.5533675;86;3;3389.34;915.0392;1893;3104.82;942.2
4753;1;1976;1425.9;68.94200461;77.21504517;58;6;1713.78;468.2904;957.6;1569.09;477.2
765;2;1945;229.5;27.65863337;30.97766938;11;2;288.4;78.452;156.7;256.05;77.3
8433;1;1968;2529.9;91.83136719;102.8511313;29;6;3047.68;826.3144;1699.9;2787.99;847.2
2776;1;1990;832.8;52.68775949;59.01029063;9;2;1011.76;278.3168;558.9;917.78;279.7
2287;1;1962;686.1;47.8225888;53.56129946;23;8;837.52;230.0816;459.3;756.01;229.6
1975;3;2019;592.5;44.44097209;49.77388874;3;1;723.2;194.98;410;655.15;200.1
210;2;2018;63;14.49137675;16.23034196;11;3;79.1;29.828;49.3;72;21.9
